,Unnamed: 0,ID,NAME,PARENT_ID,LOGIN,COL_754,COL_755,COL_756,COL_757,COL_758,COL_759,COL_760,COL_761,COL_762,COL_763,COL_764,COL_765,COL_766,COL_767,COL_769,COL_770,COL_771,COL_772,COL_775,COL_781,COL_782,COL_2156,COL_2463,COL_3163,COL_3243,COL_3363,COL_3468,COL_103506
885,885,1507329.0,ГОРЫ 8,,404150001,,,2006,,2048744,22,8,507,35247,33308,1939,0,0,,2048929,22728486,12,8,,22289201,250029,,42875644,58761330,45063585,0,,
886,886,1507337.0,НОВОСИБИРСКАЯ 5,,WS,,,1978,,2048789,16,1,111,5316,5306,10,,,,179625090,22728486,1,1,,22289201,16879,,42875644,58761330,45063584,0,,
887,887,1507338.0,НИЖНЯЯ ПЕРВОМАЙСКАЯ 64,,404030001,,,1953,,2048798,6,2,30,5182,3700,1482,0,0,,179625102,22728486,2,0,22289163,22289204,19326,,42875644,58761330,45063584,0,,
888,888,1507342.0,ЧУСОВСКАЯ 11,,adm_2019_08_08,,,1970,,2048912,14,1,111,5925,5493,432,,,,179625102,22728486,2,0,,22289201,29218,,42875644,58761330,45063585,0,,
890,890,1507370.0,"Дом по адресу Парковая 7-я ул., д.25А",,404070001,,,1958,,2048912,5,3,44,2714,2355,359,,,,179625102,22728486,0,0,22289163,22289204,18686,,42875644,58761330,45063584,0,,
891,891,1507371.0,НИЖНЯЯ ПЕРВОМАЙСКАЯ 48/9,,404030001,,,1954,,2048798,5,3,54,4864,3725,1139,,,,179625102,22728486,0,0,22289163,22289204,19286,,42875644,58761330,45063584,0,,
893,893,1507384.0,ЕГЕРСКАЯ 5,,WS,,,1973,,2048787,12,3,143,7280,7276,4,,,,2048929,22728486,3,0,,22289201,7379,,42875644,58761330,45063584,0,,
894,894,1507385.0,ПЕРОВСКАЯ 51,,WS,,,1960,,2048912,5,6,81,5047,4403,644,,,,179625102,22728486,0,0,22289162,22289204,19489,,42875644,58761330,45063584,0,,
895,895,1507408.0,БОЛЬШАЯ КОСИНСКАЯ 130,,WS,,,1950,,2048798,1,3,2,104,104,0,,,,2048931,22728486,0,0,,22289205,49765,,22741963,58761330,,0,,
897,897,1507424.0,ЛАЗО 8,,404120001,,,1968,,2048752,5,3,130,2852,2852,0,,,,179625102,22728486,0,0,,22289201,12550,,42875644,58761330,45063584,0,,
898,898,1507427.0,ПОСЕЛКОВАЯ 34,,WS,,,2006,,2048798,2,1,1,105,105,0,,,,2048931,22728486,0,0,,22289204,240109,,22741963,58761330,,0,,
899,899,1507449.0,МОЛОСТОВЫХ 11,,WS,,,1969,,2048755,9,4,144,7099,7097,2,,,,2048929,22728486,4,0,,22289201,15111,,42875644,58761330,45063584,0,,
900,900,1507455.0,ХАБАРОВСКАЯ 5,,WS,,,1979,,2048781,9,6,215,10342,10342,0,,,,2048929,22728486,6,0,,22289201,28625,,42875644,58761330,45063584,0,,
901,901,1507460.0,"Дом по адресу Сокольническая 3-я ул., д.7",,WS,,,1956,,2048912,4,2,24,2110,1582,528,,,,179625102,22728486,0,0,22289163,22289204,24225,,42875644,58761330,45063584,0,,
902,902,1507461.0,МАРТЕНОВСКАЯ 5,,404120001,,,1955,,2048912,5,3,50,3943,3470,473,,,,179625102,22728486,0,0,22289162,22289204,13829,,42875644,58761330,45063584,0,,
903,903,1507467.0,БУРАКОВА 5,,404150001,,,1965,,56183255,12,1,84,3606,3606,0,0,0,,179625090,22728486,2,0,,22289201,2994,,42875644,58761330,45063584,0,,
904,904,1507468.0,МОЛОСТОВЫХ 11,,WS,,,1969,,2048755,9,4,144,7166,7166,0,,,,2048929,22728486,4,0,,22289201,15110,,42875644,58761330,45063584,0,,
907,907,1507484.0,СРЕДНЯЯ ПЕРВОМАЙСКАЯ 36,,WS,,,1970,,56183254,12,1,84,3688,3688,0,,,,179625090,22728486,2,0,,22289201,19315,,42875644,58761330,45063584,0,,
908,908,1507512.0,СНАЙПЕРСКАЯ 6,,WS,,,1970,,56183243,9,6,215,10722,10722,0,,,,2048929,22728486,6,0,,22289201,24035,,42875644,58761330,45063584,0,,
910,910,1507527.0,ВЕШНЯКОВСКАЯ 31,,WS,,,1981,,2048779,12,2,95,4332,4293,39,,,,2048929,22728486,4,0,,22289201,3816,,42875644,58761330,45063584,0,,
911,911,1507530.0,БОРИСОВСКАЯ 37,,404150001,,,1969,,2048758,12,1,84,3677,3677,0,,,,179625090,22728486,2,0,,22289201,2502,,42875644,58761330,45063584,0,,
912,912,1507541.0,"Дом по адресу Пугачевская 2-я ул., д.12, к.1",,404130001,,,1969,,2048912,9,6,215,10713,10713,0,,,,2048929,22728486,6,0,,22289201,21209,,42875644,58761330,45063584,0,,
913,913,1507551.0,ДМИТРИЕВСКОГО 9,,404080001,,,2005,,2048825,14,5,244,14680,13661,1019,,,,2048929,22728486,5,5,,22289201,240072,,42875644,58761330,45063584,0,,
918,918,1507588.0,ЗЛАТОУСТОВСКАЯ 33,,WS,,,1919,,2048798,1,4,4,266,266,0,,,,179625102,22728486,0,0,,22289205,50240,,22741963,58761330,,0,,
919,919,1507595.0,ГОРЫ 18,,404150001,,,1958,,2048912,5,4,60,3712,3307,405,,,,179625102,22728486,0,0,22289163,22289204,24178,,42875644,58761330,45063584,0,,
921,921,1507608.0,ОРЕНБУРГСКАЯ 9,,404080001,,,1955,,2048798,1,2,2,112,112,0,,,,179625102,22728486,0,0,,22289205,17668,,42875644,58761330,45063584,0,,
922,922,1507613.0,"Дом по адресу Парковая 9-я ул., д.68, к.2",,adm20180821,Нет техпаспорта МосгорБТИ,,1962,,2048766,5,4,60,2570,2560,10,,,,2048929,22728486,0,0,,22289201,18768,,42875644,41321872,,0,,
923,923,1507632.0,БОЛЬШАЯ КОСИНСКАЯ 30Б,,WS,,,1935,,2048798,1,1,1,36,36,0,,,,2048931,22728486,0,0,,22289204,50139,,22741963,58761330,,0,,
924,924,1507634.0,ХАЛТУРИНСКАЯ 12,,WS,,,1970,,2048759,14,1,98,4269,4269,0,,,,179625090,22728486,2,0,,22289201,27765,,42875644,58761330,45063584,0,,
925,925,1507635.0,КАМЧАТСКАЯ 6,,WS,,,1971,,2048759,14,1,95,5348,4087,1261,,,,179625090,22728486,2,0,,22289201,9179,,42875644,58761330,45063584,0,,
926,926,1507636.0,СВЯТООЗЕРСКАЯ 18,,404080001,,,2005,,2048825,12,6,256,15682,14400,1282,,,,2048929,22728486,6,6,,22289201,240064,,42875644,58761330,45063584,0,,
929,929,1507664.0,ФРЯЗЕВСКАЯ 15,,WS,,,1970,,2048759,14,1,98,4241,4241,0,,,,179625090,22728486,2,0,,22289201,27714,,42875644,58761330,45063584,0,,
930,930,1507667.0,КРАСНОЯРСКАЯ 1,,operator2,,,1980,,2048756,16,10,637,40839,40588,251,0,0,,2048929,22728486,10,10,,22289201,11723,,42875644,58761330,45063584,0,,
931,931,1507668.0,НИКОЛАЯ ХИМУШИНА 7,,WS,,,1963,,2048755,5,3,60,2558,2550,8,,,,2048929,22728486,0,0,22289163,22289201,27917,,42875644,58761330,45063584,0,,
932,932,1507684.0,БОЛЬШАЯ ЧЕРКИЗОВСКАЯ 18/1,,404130001,,,1968,,56183243,9,4,129,7602,6410,1192,,,,2048929,22728486,4,0,,22289201,28582,,42875644,58761330,45063584,0,,
933,933,1507694.0,СОКОЛЬНИЧЕСКИЙ ВАЛ 24,,operator2,,,1972,,2048787,12,5,239,12108,12104,4,,,,2048929,22728486,10,0,,22289201,24237,,42875644,58761330,45063584,0,,
934,934,1507698.0,СОКОЛЬНИЧЕСКИЙ ВАЛ 22,,WS,,,1974,,56183262,16,1,108,6812,5145,1667,0,0,,179625090,22728486,1,1,,22289201,24234,,42875644,58761330,45063584,0,,
935,935,1507699.0,ФОРТУНАТОВСКАЯ 31А,,404150001,,,1962,,2048752,5,3,60,2487,2478,9,,,,179625102,22728486,0,0,22289163,22289201,27597,,42875644,58761330,45063584,0,,
937,937,1507729.0,МОЛДАГУЛОВОЙ 10,,WS,,,1970,,2048781,9,4,144,7257,7257,0,,,,2048929,22728486,4,0,,22289201,14947,,42875644,58761330,45063584,0,,
938,938,1507730.0,МЕТАЛЛУРГОВ 4,,404120001,,,1966,,2048912,9,1,72,2689,2602,87,,,,179625090,22728486,1,0,,22289201,14216,,42875644,58761330,45063584,0,,
939,939,1507746.0,"Дом по адресу Рыбинская 3-я ул., д.12",,WS,,,1964,,2048798,5,2,40,1908,1586,322,,,,179625102,22728486,0,0,22289162,22289205,22289,,42875644,58761330,45063584,0,,
940,940,1507750.0,СТАЛЕВАРОВ 16,,WS,,,1978,,2048789,16,1,111,5344,5326,18,,,,179625090,22728486,1,1,,22289201,24606,,42875644,58761330,45063584,0,,
941,941,1507763.0,БОЛЬШАЯ ЧЕРКИЗОВСКАЯ 10,,404130001,,,1966,,2048781,9,4,141,7118,6968,150,,,,2048929,22728486,4,0,,22289201,28572,,42875644,58761330,45063584,0,,
943,943,1507768.0,ЧЕРНОЕ ОЗЕРО 10,,operator2,,,1959,,2048912,3,3,24,2378,1789,589,,,,179625102,22728486,0,0,22289163,22289205,28687,,42875644,41321872,45058207,0,,
944,944,1507773.0,НОВОКОСИНСКАЯ 17,,WS,,,1996,,2048757,17,2,135,8697,8644,53,,,,2048929,22728486,2,2,,22289201,80016,,42875644,58761330,45063584,0,,
945,945,1507786.0,БАЙКАЛЬСКАЯ 14,,404050001,,,1967,,2048755,5,4,80,3525,3525,0,,,,2048929,22728486,0,0,22289163,22289201,1205,,42875644,58761330,45063584,0,,
946,946,1507807.0,"Дом по адресу Владимирская 1-я ул., д.34, к.1",,404120001,,,2000,,2048785,14,2,77,5581,5239,342,,,,2048929,22728486,2,2,,22289201,65070,,42875644,58761330,45063584,0,,
948,948,1507827.0,СОКОЛЬНИЧЕСКИЙ ВАЛ 38,,operator2,,,1976,,2048756,16,2,124,8402,7911,491,,,,2048929,22728486,2,2,,22289201,24239,,42875644,58761330,45063585,0,,
949,949,1507841.0,КРАСКОВСКАЯ 37,,WS,,,1926,,2048798,1,3,3,72,72,0,,,,2048931,22728486,0,0,,22289204,49944,,22741963,58761330,,0,,
950,950,1507843.0,"Дом по адресу Парковая 7-я ул., д.15, к.1",,404070001,,,1983,,2048783,16,4,251,12875,12841,34,,,,179625090,22728486,4,4,,22289201,18674,,42875644,58761330,45063584,0,,
952,952,1507845.0,ХАЛТУРИНСКАЯ 20,,404130001,,,1995,,2048777,17,3,201,11171,11122,49,,,,2048929,22728486,3,3,,22289201,64007,,42875644,58761330,45063585,0,,
953,953,1507851.0,МУРОМСКАЯ 24,,WS,,,1936,,2048798,1,4,4,289,289,0,,,,2048931,22728486,0,0,,22289204,50424,,22741963,58761330,,0,,
954,954,1507863.0,КАСКАДНАЯ 33,,WS,,,1918,,2048798,1,2,2,132,132,0,,,,2048931,22728486,0,0,,22289205,9556,,22741963,58761330,,0,,
956,956,1507882.0,СРЕДНЯЯ ПЕРВОМАЙСКАЯ 23,,404030001,,,1952,,2048912,5,6,59,5939,4492,1447,,,,179625102,22728486,0,0,22289162,22289204,19307,,42875644,58761330,45063584,0,,
957,957,1507895.0,КАСКАДНАЯ 34Г,,WS,,,1974,,2048798,1,1,1,41,41,0,,,,179625099,22728486,0,0,,22289206,49653,,22741963,58761330,,0,,
958,958,1507899.0,ПЛЕХАНОВА 24,,operator2,,,1966,,2048912,5,4,80,3544,3544,0,,,,2048929,22728486,0,0,22289163,22289201,19986,,42875644,41321872,45058207,0,Распоряжение МЖИ №12722-РЛ дата 30.09.2022,
959,959,1507905.0,"Дом по адресу Парковая 15-я ул., д.49",,404140001,,,2004,,2048825,17,6,378,21444,21252,192,,,,2048929,22728486,6,6,,22289201,240039,,42875644,58761330,45063584,0,,
960,960,1507906.0,РУДНЕВКА 7,,404080001,,,2006,,2048825,17,5,311,17625,17437,188,,,,2048929,22728486,5,5,,22289201,240050,,42875644,58761330,45063584,0,,
961,961,1507907.0,"Дом по адресу Гражданская 3-я ул., д.3",,404010001,,,1994,,2048764,14,2,110,6445,6407,38,,,,2048929,22728486,2,2,,22289201,51500,,42875644,58761330,45063584,0,,
962,962,1507912.0,ЛАЗО 14,,404120001,,,1967,,2048758,12,1,84,3711,3616,95,,,,179625090,22728486,2,0,,22289201,12553,,42875644,58761330,45063584,0,,
963,963,1507915.0,ПОСЕЛКОВАЯ 39,,WS,,,1958,,2048798,1,2,1,67,67,0,,,,179625119,22728486,0,0,,22289204,49814,,22741963,58761330,,0,,
964,964,1507923.0,ФОРТУНАТОВСКАЯ 18,,404150001,,,1959,,2048912,5,3,60,2599,2513,86,,,,179625102,22728486,0,0,22289163,22289204,27591,,42875644,58761330,45063584,0,,
965,965,1507935.0,МОЛДАГУЛОВОЙ 15,,WS,,,1970,,73851619,9,6,214,10666,10614,52,0,0,,2048929,22728486,6,0,,22289201,14955,,42875644,58761330,45063584,0,,
966,966,1507937.0,"Дом по адресу Владимирская 1-я ул., д.16",,404120001,,,1959,,2048912,5,3,40,4342,2877,1465,,,,179625102,22728486,0,0,22289163,22289204,3990,,42875644,58761330,45063584,0,,
967,967,1507943.0,БРАТСКАЯ 27,,WS,,,1966,,2048755,5,6,119,5157,5157,0,,,,2048929,22728486,0,0,22289163,22289201,2785,,42875644,58761330,45063584,0,,
969,969,1507951.0,"Дом по адресу Парковая 13-я ул., д.37, к.2",,404140001,,,1963,,2048912,5,4,80,3609,3586,23,,,,179625090,22728486,0,0,22289163,22289201,18877,,42875644,58761330,45063584,0,,
970,970,1507956.0,СУЗДАЛЬСКАЯ 12,,WS,,,1995,,2048777,14,2,104,6209,5747,462,,,,2048929,22728486,2,2,,22289201,61196,,42875644,58761330,45063584,0,,
972,972,1507965.0,ГОРЫ 17,,404150001,,,1958,,2048912,5,5,68,4224,3745,479,,,,179625102,22728486,0,0,22289163,22289204,24130,,42875644,58761330,45063584,0,,
973,973,1507971.0,ЧЕБОКСАРСКАЯ 4,,WS,,,1936,,2048798,1,3,2,84,84,0,,,,2048931,22728486,0,0,,22289204,49889,,22741963,58761330,,0,,
974,974,1507988.0,КРАСКОВСКАЯ 95,,WS,,,1920,,2048798,1,4,2,145,145,0,,,,2048931,22728486,0,0,,22289205,49974,,22741963,58761330,,0,,
976,976,1507997.0,"Дом по адресу Владимирская 3-я ул., д.27",,404120001,,,1967,,2048758,12,1,81,5193,3480,1713,,,,179625108,22728486,2,0,,22289201,4127,,42875644,58761330,45063584,0,,
979,979,1508019.0,БОЛЬШАЯ КОСИНСКАЯ 109,,404080001,,,2005,,2048798,1,1,1,40,40,0,,,,2048931,22728486,0,0,,22289204,240090,,22741963,58761330,,0,,
980,980,1508040.0,БОЛЬШАЯ КОСИНСКАЯ 160А,,404080001,,,2009,,2048798,1,2,2,427,389,38,,,,2048929,22728486,0,0,22289163,22289204,260007,,42875644,58761330,45063584,0,,
981,981,1508042.0,НИЖНЯЯ ПЕРВОМАЙСКАЯ 7,,404070001,,,2007,,2048798,18,1,66,6780,4578,2202,,,,179625111,22728486,1,1,,22289201,250032,,42875644,58761330,45063584,0,,
983,983,1508053.0,СТАЛЕВАРОВ 12,,WS,,,1974,,2048764,12,6,286,16552,16513,39,,,,2048929,22728486,12,0,,22289201,24600,,42875644,58761330,45063584,0,,
984,984,1508054.0,МАГНИТОГОРСКАЯ 25,,WS,,,1977,,2048780,12,4,191,8725,8695,30,0,0,,2048929,22728486,8,0,,22289201,13643,,42875644,58761330,45063584,0,,
986,986,1508062.0,КИРПИЧНАЯ 12,,404150001,,,1961,,2048912,5,3,60,2593,2588,5,,,,179625090,22728486,0,0,22289163,22289201,10140,,42875644,58761330,45063584,0,,
987,987,1508077.0,БОЛЬШАЯ КОСИНСКАЯ 78,,WS,,,1939,,2048798,1,3,3,72,72,0,,,,2048931,22728486,0,0,,22289204,50164,,22741963,58761330,,0,,
988,988,1508081.0,"Дом по адресу Сокольническая 4-я ул., д.3",,WS,,,1975,,2048789,12,2,214,8853,8839,14,,,,179625090,22728486,2,2,,22289201,24227,,42875644,58761330,45063584,0,,
989,989,1508082.0,БОЛЬШАЯ ЧЕРКИЗОВСКАЯ 6,,404130001,,,1966,,2048912,12,1,96,3632,3632,0,,,,179625090,22728486,2,0,,22289201,28561,,42875644,58761330,45063584,0,,
991,991,1508089.0,ГАРАЖНАЯ 5,,404150001,,,1959,,2048912,5,4,80,3863,3415,448,,,,179625102,22728486,0,0,22289163,22289205,5194,,42875644,58761330,45063584,0,,
992,992,1508091.0,ВЕТЛУЖСКАЯ 3,,WS,,,1915,,2048798,1,3,2,129,129,0,,,,2048931,22728486,0,0,,22289204,50416,,22741963,58761330,,0,,
993,993,1508094.0,БОЛЬШАЯ КОСИНСКАЯ 97,,WS,,,1991,,2048798,1,1,1,72,72,0,,,,2048931,22728486,0,0,,22289204,64113,,22741963,58761330,,0,,
994,994,1508095.0,ПЕРОВСКАЯ 22,,404120001,,,2003,,2048777,17,5,329,18994,18356,638,,,,2048929,22728486,5,5,,22289201,65107,,42875644,58761330,45063584,0,,
995,995,1508096.0,КАСКАДНАЯ 12А,,WS,,,1936,,2048798,1,2,2,82,82,0,,,,2048931,22728486,0,0,,22289204,49658,,22741963,58761330,,0,,
997,997,1508123.0,АМУРСКАЯ 19,,404050001,,,1958,,2048912,4,3,30,3477,2095,1382,,,,179625102,22728486,0,0,22289163,22289204,31382,,42875644,58761330,45063584,0,,
998,998,1508143.0,ПОСЕЛКОВАЯ 38А,,WS,,,1938,,2048798,1,2,1,145,145,0,,,,2048931,22728486,0,0,,22289205,49874,,22741963,58761330,,0,,
999,999,1508155.0,БОЛЬШАЯ ЧЕРКИЗОВСКАЯ 2,,404130001,,,1968,,56183256,9,4,143,7163,7156,7,0,0,,2048929,22728486,4,0,,22289201,28534,,42875644,58761330,45063584,0,,
1000,1000,1508182.0,ВОЛЬНАЯ 3,,404150001,,,1961,,2048912,5,4,75,3539,3306,233,,,,179625090,22728486,0,0,22289163,22289201,4751,,42875644,58761330,45063584,0,,
1001,1001,1508185.0,МАЯ 24,,404040001,,,1962,,2048912,4,3,48,2571,2045,526,,,,179625102,22728486,0,0,22289163,22289205,6344,,42875644,58761330,45063584,0,,
1002,1002,1508194.0,КАСКАДНАЯ 6А,,WS,,,1956,,2048798,1,2,1,63,63,0,,,,2048931,22728486,0,0,,22289205,49634,,22741963,58761330,,0,,
1003,1003,1508203.0,КРАСКОВСКАЯ 98,,WS,,,2000,,2048798,2,1,1,195,195,0,,,,179625084,22728486,0,0,,22289204,64121,,22741963,58761330,,0,,
1004,1004,1508210.0,ВЕШНЯКОВСКАЯ 27,,WS,,,1971,,2048781,9,6,215,10378,10378,0,,,,2048929,22728486,6,0,,22289201,3810,,42875644,58761330,45063584,0,,
1005,1005,1508211.0,ЧЕБОКСАРСКАЯ 41,,WS,,,1918,,2048798,1,4,4,219,219,0,,,,2048931,22728486,0,0,,22289205,28366,,22741963,58761330,,0,,
1006,1006,1508214.0,ЛАЗО 18,,404120001,,,1968,,2048758,12,1,81,4138,3558,580,,,,179625090,22728486,2,0,,22289201,12560,,42875644,58761330,45063584,0,,
1007,1007,1508223.0,ПЕРВОМАЙСКАЯ 128А,,404030001,,,1953,,2048912,5,2,5,3911,3345,566,,,,179625102,22728486,0,0,22289163,22289204,19227,,42875644,58761330,45063584,0,,
1009,1009,1508230.0,КАСКАДНАЯ 26,,WS,,,1933,,2048798,1,2,3,84,84,0,,,,2048931,22728486,0,0,,22289204,49645,,22741963,58761330,,0,,
1010,1010,1508231.0,СТАРЫЙ ГАЙ 1,,WS,,,1971,,2048781,9,4,144,7301,7301,0,,,,2048929,22728486,4,0,,22289201,24753,,42875644,58761330,45063584,0,,
1012,1012,1508246.0,МАЯ 14А,,404040001,,,1964,,2048912,5,4,64,3965,2588,1377,,,,179625102,22728486,0,0,22289163,22289205,6332,,42875644,58761330,45063584,0,,
1013,1013,1508248.0,КРАСКОВСКАЯ 44,,WS,,,1935,,2048798,1,3,2,141,141,0,,,,2048931,22728486,0,0,,22289206,49931,,22741963,58761330,,0,,
1014,1014,1508250.0,ФРЯЗЕВСКАЯ 11,,WS,,,1968,,56183254,12,1,96,3652,3652,0,,,,179625090,22728486,2,0,,22289201,27709,,42875644,58761330,45063585,0,,
1015,1015,1508259.0,КОРОЛЕНКО 7,,WS,,,1926,,2048798,5,3,63,4013,3031,982,,,,179625102,22728486,3,0,,22289201,11086,,42875644,58761330,45063584,0,,
1016,1016,1508260.0,РОЗЫ ЛЮКСЕМБУРГ 9,,WS,,,1917,,2048798,1,3,3,246,246,0,,,,2048931,22728486,0,0,,22289204,49694,,22741963,58761330,,0,,
1017,1017,1508271.0,РУДНЕВКА 25,,404080001,,,2005,,2048825,14,4,211,12139,12006,133,,,,2048929,22728486,4,4,,22289201,240060,,42875644,58761330,45063584,0,,
1020,1020,1508304.0,БОЛЬШАЯ КОСИНСКАЯ 123,,404080001,,,2009,,2048798,2,1,1,118,118,0,,,,2048931,22728486,0,0,,22289204,260023,,22741963,58761330,,0,,
1023,1023,1508317.0,ИВАНТЕЕВСКАЯ 2,,404010001,,,1950,,2048912,2,2,12,728,728,0,0,0,,179625119,22728486,0,0,22289162,22289204,20154,,42875644,58761330,45063584,0,,
1024,1024,1508321.0,"Дом по адресу Парковая 7-я ул., д.8А",,404070001,,,1958,,2048912,5,4,60,3810,3145,665,,,,179625102,22728486,4,0,22289162,22289204,18671,,42875644,58761330,45063584,0,,
1025,1025,1508336.0,"Дом по адресу Парковая 9-я ул., д.57, к.4",,404140001,,,1961,,2048912,5,4,80,3544,3539,5,,,,179625090,22728486,0,0,22289163,22289201,18758,,42875644,58761330,45063584,0,,
1026,1026,1508337.0,ПЕРВОМАЙСКАЯ 44/20,,404070001,,,1951,,2048912,6,7,97,8638,6559,2079,0,0,,179625102,22728486,5,0,22289162,22289204,19176,,42875644,58761330,45063584,0,,
1027,1027,1508341.0,САЯНСКАЯ 15,,WS,,,1974,,2048759,14,1,98,4247,4247,0,,,,179625090,22728486,2,0,,22289201,22774,,42875644,58761330,45063584,0,,
1029,1029,1508350.0,САЛТЫКОВСКАЯ 29,,WS,,,1988,,2048779,14,6,332,15217,15137,80,,,,179625105,22728486,6,6,,22289201,22578,,42875644,58761330,45063584,0,,
1030,1030,1508359.0,БОЛЬШАЯ ОСТРОУМОВСКАЯ 23/2,,WS,,,1957,,2048912,5,2,20,1806,1787,19,,,,179625102,22728486,0,0,22289163,22289204,11075,,42875644,58761330,45063584,0,,
1033,1033,1508377.0,КОСИНСКАЯ 28,,WS,,,1971,,56183243,9,6,215,10816,10816,0,,,,2048929,22728486,6,0,,22289201,11129,,42875644,58761330,45063584,0,,
1034,1034,1508382.0,"Дом по адресу Парковая 7-я ул., д.33, к.5",,404140001,,,1959,,2048912,8,3,84,5864,4923,941,,,,179625102,22728486,3,0,22289163,22289204,18697,,42875644,58761330,45063584,0,,
1035,1035,1508390.0,"Дом по адресу Парковая 15-я ул., д.18, к.2",,404030001,,,2005,,2048777,17,5,320,19037,18031,1006,,,,2048929,22728486,5,5,,22289201,250025,,42875644,58761330,45063584,0,,
1036,1036,1508393.0,ЗЛАТОУСТОВСКАЯ 44,,WS,,,1918,,2048798,1,4,2,109,109,0,,,,2048931,22728486,0,0,,22289204,49579,,22741963,58761330,,0,,
1037,1037,1508397.0,ЗАОЗЕРНАЯ 7А,,WS,,,1954,,2048798,1,5,3,173,141,32,,,,179625102,22728486,0,0,,22289204,49705,,22741963,58761330,,0,,
1038,1038,1508398.0,"Дом по адресу Интернационала 3-го ул., д.20",,404080001,,,1918,,2048798,1,4,1,53,53,0,,,,2048931,22728486,0,0,,22289206,8885,,22741962,58761330,,0,,
1039,1039,1508399.0,УССУРИЙСКАЯ 3,,WS,,,1978,,2048755,9,8,286,14337,14337,0,,,,2048929,22728486,8,0,,22289201,26889,,42875644,58761330,45063584,0,,
1040,1040,1508423.0,ПЕРОВСКАЯ 28,,operator2,,,1957,,2048912,5,2,43,3552,3043,509,,,,179625102,22728486,0,0,22289162,22289204,19452,,42875644,58761330,45063584,0,,
1042,1042,1508432.0,МОЛОСТОВЫХ 14,,WS,,,1968,,2048758,12,1,77,3643,3344,299,,,,179625092,22728486,2,0,,22289201,15121,,42875644,58761330,45063584,0,,
1043,1043,1508433.0,"Дом по адресу Парковая 16-я ул., д.16, к.1",,404030001,,,1971,,2048912,14,1,98,4257,4257,0,,,,179625090,22728486,2,0,,22289201,18991,,42875644,58761330,45063584,0,,
1045,1045,1508448.0,"Дом по адресу Парковая 9-я ул., д.21, к.1",,404070001,,,1964,,2048912,5,4,64,4316,2773,1543,,,,179625102,22728486,0,0,22289162,22289201,18725,,42875644,58761330,45063584,0,,
1046,1046,1508451.0,ЗАОЗЕРНАЯ 7,,WS,,,1936,,2048798,1,2,1,98,98,0,,,,2048931,22728486,0,0,,22289204,50273,,22741963,58761330,,0,,
